WGS_ID,PEN,TET,SPCTINO,CFX,CRO,CIPRO,AZI,YEAR,ArrayExpress_Species,AssemblyName,AvgSpotLen,BioSample,Experiment,InsertSize,Instrument,Library_Name,LoadDate,MBases,MBytes,Organism,ReleaseDate,Run,SRA_Sample,Sample_Name,Assay_Type,BioProject,Center_Name,Consent,LibraryLayout,LibrarySelection,LibrarySource,Platform,SRA_Study
GCGS0477,0.5,1,1,0.015,0.008,0.004,2,2013,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165685,ERX935015,230,Illumina HiSeq 2000,12745008,1/17/16,474,242,Neisseria gonorrhoeae,4/15/15,ERR855377,ERS621797,13AZI_T_029-sc-2186851,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0478,0.5,2,1,0.015,0.008,0.004,2,2013,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165708,ERX935031,230,Illumina HiSeq 2000,12745010,1/17/16,474,240,Neisseria gonorrhoeae,4/15/15,ERR855393,ERS621820,13AZI_T_022-sc-2186874,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0479,1,0.5,1,0.015,0.008,0.015,0.5,2012,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165396,ERX934693,219,Illumina HiSeq 2000,12711086,1/17/16,450,226,Neisseria gonorrhoeae,4/15/15,ERR855055,ERS621508,12CFX_C_040-sc-2186559,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0480,2,2,1,0.015,0.015,8,0.25,2004,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463050,ERX1147915,489,Illumina HiSeq 2000,14522667,3/3/16,685,122,Neisseria gonorrhoeae,10/27/15,ERR1067765,ERS758629,04AZI_C_039-sc-2320847,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0481,1,1,1,0.015,0.015,32,2,2006,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165487,ERX934773,230,Illumina HiSeq 2000,12727946,1/17/16,495,247,Neisseria gonorrhoeae,4/15/15,ERR855135,ERS621599,10AZI_T_006-sc-2186651,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0482,0.25,0.5,1,0.015,0.008,0.015,8,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165496,ERX934782,230,Illumina HiSeq 2000,12727864,1/17/16,513,255,Neisseria gonorrhoeae,4/15/15,ERR855144,ERS621608,11AZI_T_009-sc-2186660,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0483,0.25,0.5,1,0.015,0.008,4,0.06,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165374,ERX934671,219,Illumina HiSeq 2000,12711107,1/17/16,474,240,Neisseria gonorrhoeae,4/15/15,ERR855033,ERS621486,11CFX_C_050-sc-2186537,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0484,0.25,0.5,1,0.015,0.008,0.015,8,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165498,ERX934784,230,Illumina HiSeq 2000,12727888,1/17/16,485,243,Neisseria gonorrhoeae,4/15/15,ERR855146,ERS621610,11AZI_T_011-sc-2186662,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0485,0.25,1,1,0.015,0.008,0.015,16,2012,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165659,ERX934997,230,Illumina HiSeq 2000,12744982,1/17/16,512,259,Neisseria gonorrhoeae,4/15/15,ERR855359,ERS621771,12AZI_T_009-sc-2186825,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0486,1,1,1,0.015,0.015,0.015,0.5,2010,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165691,ERX934936,233,Illumina HiSeq 2000,12737290,1/17/16,459,230,Neisseria gonorrhoeae,4/15/15,ERR855298,ERS621803,10AZI_C_024-sc-2186857,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0487,0.5,1,1,0.015,0.008,2,0.25,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165611,ERX934897,233,Illumina HiSeq 2000,12737297,1/17/16,582,290,Neisseria gonorrhoeae,4/15/15,ERR855259,ERS621723,11CFX_C_068-sc-2186777,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0488,0.25,0.25,1,0.015,0.008,0.015,0.5,2012,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165397,ERX934694,219,Illumina HiSeq 2000,12711098,1/17/16,480,242,Neisseria gonorrhoeae,4/15/15,ERR855056,ERS621509,12CFX_C_041-sc-2186560,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0489,0.25,0.25,1,0.015,0.008,0.015,0.125,2012,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165398,ERX934695,230,Illumina HiSeq 2000,12727853,1/17/16,440,217,Neisseria gonorrhoeae,4/15/15,ERR855057,ERS621510,12CFX_C_042-sc-2186561,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0490,1,0.5,1,0.015,0.008,4,4,2004,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463114,ERX1161758,500,Illumina HiSeq 2000,14528804,3/3/16,582,116,Neisseria gonorrhoeae,10/21/15,ERR1082168,ERS758693,04AZI_T_048-sc-2320913,WGS,PRJEB7904,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0491,1,2,1,0.015,0.015,8,0.25,2004,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463051,ERX1147916,489,Illumina HiSeq 2000,14522679,3/3/16,633,110,Neisseria gonorrhoeae,10/27/15,ERR1067766,ERS758630,04AZI_C_040-sc-2320848,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0492,0.5,1,1,0.015,0.008,0.008,4,2004,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463118,ERX1161760,500,Illumina HiSeq 2000,14528828,3/3/16,548,112,Neisseria gonorrhoeae,10/21/15,ERR1082170,ERS758697,04AZI_T_050-sc-2320917,WGS,PRJEB7904,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0493,0.125,4,1,0.015,0.008,8,0.5,2005,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165526,ERX934812,223,Illumina HiSeq 2000,12727842,1/17/16,515,263,Neisseria gonorrhoeae,4/15/15,ERR855174,ERS621638,05AZI_C_024-sc-2186691,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0494,4,32,1,0.015,0.008,4,0.125,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165376,ERX934673,219,Illumina HiSeq 2000,12711036,1/17/16,480,251,Neisseria gonorrhoeae,4/15/15,ERR855035,ERS621488,11CFX_C_052-sc-2186539,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0495,0.5,32,1,0.015,0.008,16,0.25,2012,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165400,ERX934697,230,Illumina HiSeq 2000,12727877,1/17/16,449,228,Neisseria gonorrhoeae,4/15/15,ERR855059,ERS621512,12CFX_C_044-sc-2186563,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0496,1,1,1,0.015,0.008,0.015,0.5,2012,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165401,ERX934698,230,Illumina HiSeq 2000,12727889,1/17/16,445,221,Neisseria gonorrhoeae,4/15/15,ERR855060,ERS621513,12CFX_C_045-sc-2186564,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0497,1,2,1,0.015,0.015,0.015,8,2013,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165703,ERX935028,230,Illumina HiSeq 2000,12744974,1/17/16,464,233,Neisseria gonorrhoeae,4/15/15,ERR855390,ERS621815,13AZI_T_019-sc-2186869,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0498,0.5,2,1,0.015,0.008,8,0.25,2002,Neisseria gonorrhoeae,BioProject23,250,SAMEA3462983,ERX1147880,489,Illumina HiSeq 2000,14522722,3/3/16,503,90,Neisseria gonorrhoeae,10/27/15,ERR1067730,ERS758562,02AZI_C_028-sc-2320779,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0499,1,1,1,0.015,0.015,8,0.25,2004,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463057,ERX1147920,489,Illumina HiSeq 2000,14522727,3/3/16,539,102,Neisseria gonorrhoeae,10/27/15,ERR1067770,ERS758636,04AZI_C_044-sc-2320854,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0500,0.125,1,1,0.015,0.008,0.008,1,2000,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463092,ERX1147942,489,Illumina HiSeq 2000,14522706,3/3/16,623,114,Neisseria gonorrhoeae,10/27/15,ERR1067792,ERS758671,00AZI_T_017-sc-2320890,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0501,2,1,1,0.015,0.008,0.008,0.25,2000,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463032,ERX1148020,493,Illumina HiSeq 2000,14522257,3/3/16,504,82,Neisseria gonorrhoeae,10/27/15,ERR1067870,ERS758611,00AZI_C_017-sc-2320829,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0502,2,4,1,0.015,0.015,0.03,1,2000,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463093,ERX1147943,489,Illumina HiSeq 2000,14522718,3/3/16,569,102,Neisseria gonorrhoeae,10/27/15,ERR1067793,ERS758672,00AZI_T_018-sc-2320891,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0503,0.5,1,1,0.015,0.008,0.008,2,2000,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463094,ERX1147944,489,Illumina HiSeq 2000,14522730,3/3/16,597,102,Neisseria gonorrhoeae,10/27/15,ERR1067794,ERS758673,00AZI_T_019-sc-2320892,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0504,1,4,1,0.015,0.008,16,0.25,2003,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463005,ERX1147891,489,Illumina HiSeq 2000,14522664,3/3/16,548,97,Neisseria gonorrhoeae,10/27/15,ERR1067741,ERS758584,03AZI_C_017-sc-2320801,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0505,0.25,1,1,0.015,0.008,0.008,2,2003,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463157,ERX1161814,481,Illumina HiSeq 2000,14528614,3/3/16,488,94,Neisseria gonorrhoeae,10/21/15,ERR1082224,ERS758736,03AZI_T_016-sc-2320994,WGS,PRJEB7904,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0506,1,1,1,0.015,0.015,8,0.25,2004,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463059,ERX1147921,489,Illumina HiSeq 2000,14522739,3/3/16,488,82,Neisseria gonorrhoeae,10/27/15,ERR1067771,ERS758638,04AZI_C_045-sc-2320856,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0507,1,1,1,0.015,0.015,8,0.25,2004,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463060,ERX1147922,489,Illumina HiSeq 2000,14522751,3/3/16,559,96,Neisseria gonorrhoeae,10/27/15,ERR1067772,ERS758639,04AZI_C_046-sc-2320857,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0508,2,1,1,0.015,0.015,4,0.25,2004,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463062,ERX1147923,489,Illumina HiSeq 2000,14522668,3/3/16,675,124,Neisseria gonorrhoeae,10/27/15,ERR1067773,ERS758641,04AZI_C_047-sc-2320859,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0509,64,32,1,0.015,0.015,8,0.25,2004,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463063,ERX1147924,489,Illumina HiSeq 2000,14522680,3/3/16,647,122,Neisseria gonorrhoeae,10/27/15,ERR1067774,ERS758642,04AZI_C_048-sc-2320860,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0510,4,2,1,0.015,0.03,16,0.5,2005,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165533,ERX934819,223,Illumina HiSeq 2000,12727831,1/17/16,486,245,Neisseria gonorrhoeae,4/15/15,ERR855181,ERS621645,05AZI_C_031-sc-2186698,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0511,2,2,1,0.015,0.015,8,0.5,2006,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165545,ERX934831,223,Illumina HiSeq 2000,12727785,1/17/16,494,253,Neisseria gonorrhoeae,4/15/15,ERR855193,ERS621657,06AZI_C_012-sc-2186710,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0512,0.25,0.5,1,0.015,0.008,8,0.03,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165617,ERX934903,233,Illumina HiSeq 2000,12737274,1/17/16,494,249,Neisseria gonorrhoeae,4/15/15,ERR855265,ERS621729,11CFX_C_074-sc-2186783,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0513,0.5,1,1,0.015,0.008,4,0.25,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165616,ERX934902,233,Illumina HiSeq 2000,12737262,1/17/16,494,248,Neisseria gonorrhoeae,4/15/15,ERR855264,ERS621728,11CFX_C_073-sc-2186782,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0514,4,32,1,0.015,0.015,2,0.03,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165606,ERX934892,233,Illumina HiSeq 2000,12737237,1/17/16,485,250,Neisseria gonorrhoeae,4/15/15,ERR855254,ERS621718,11CFX_C_063-sc-2186772,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0515,32,32,1,0.015,0.015,8,0.06,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165602,ERX934888,233,Illumina HiSeq 2000,12737284,1/17/16,563,286,Neisseria gonorrhoeae,4/15/15,ERR855250,ERS621714,11CFX_C_059-sc-2186768,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0516,0.25,1,1,0.015,0.008,0.015,4,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165502,ERX934788,230,Illumina HiSeq 2000,12727936,1/17/16,571,283,Neisseria gonorrhoeae,4/15/15,ERR855150,ERS621614,11AZI_T_015-sc-2186666,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0517,32,0.5,1,0.015,0.008,4,0.06,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165604,ERX934890,233,Illumina HiSeq 2000,12737308,1/17/16,543,280,Neisseria gonorrhoeae,4/15/15,ERR855252,ERS621716,11CFX_C_061-sc-2186770,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0518,0.25,1,1,0.015,0.008,0.015,8,2013,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165680,ERX935011,230,Illumina HiSeq 2000,12744960,1/17/16,462,232,Neisseria gonorrhoeae,4/15/15,ERR855373,ERS621792,13AZI_T_002-sc-2186846,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0519,1,1,1,0.015,0.008,0.002,4,2003,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463159,ERX1161816,481,Illumina HiSeq 2000,14528638,3/3/16,505,91,Neisseria gonorrhoeae,10/21/15,ERR1082226,ERS758738,03AZI_T_018-sc-2320999,WGS,PRJEB7904,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0520,1,0.25,1,0.015,0.002,0.002,4,2003,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463160,ERX1161817,481,Illumina HiSeq 2000,14528650,3/3/16,503,89,Neisseria gonorrhoeae,10/21/15,ERR1082227,ERS758739,03AZI_T_019-sc-2321001,WGS,PRJEB7904,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0521,0.25,1,1,0.015,0.004,0.004,1,2002,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463141,ERX1161798,481,Illumina HiSeq 2000,14528612,3/3/16,463,95,Neisseria gonorrhoeae,10/21/15,ERR1082208,ERS758720,02AZI_T_027-sc-2320962,WGS,PRJEB7904,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0522,0.5,2,1,0.015,0.015,0.015,1,2013,Neisseria gonorrhoeae,BioProject23,250,SAMEA3462873,ERX1147967,493,Illumina HiSeq 2000,14522168,3/3/16,550,90,Neisseria gonorrhoeae,10/27/15,ERR1067817,ERS758452,13CFX_C_018-sc-2320731,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0523,0.5,1,1,0.015,0.008,0.015,2,2012,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165665,ERX935001,230,Illumina HiSeq 2000,12745030,1/17/16,500,250,Neisseria gonorrhoeae,4/15/15,ERR855363,ERS621777,12AZI_T_013-sc-2186831,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0524,0.5,2,1,0.03,0.008,0.004,0.25,2000,Neisseria gonorrhoeae,BioProject23,250,SAMEA3462888,ERX1147981,493,Illumina HiSeq 2000,14522266,3/3/16,528,86,Neisseria gonorrhoeae,10/27/15,ERR1067831,ERS758467,00AZI_C_001-sc-2320746,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0525,0.25,1,1,0.03,0.004,0.004,2,2000,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463069,ERX1147927,489,Illumina HiSeq 2000,14522716,3/3/16,561,100,Neisseria gonorrhoeae,10/27/15,ERR1067777,ERS758648,00AZI_T_002-sc-2320866,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0526,0.25,0.5,1,0.03,0.008,0.004,1,2001,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463097,ERX1147947,489,Illumina HiSeq 2000,14522671,3/3/16,650,109,Neisseria gonorrhoeae,10/27/15,ERR1067797,ERS758676,01AZI_T_003-sc-2320895,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0527,0.5,2,1,0.03,0.015,0.004,4,2003,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463142,ERX1161799,481,Illumina HiSeq 2000,14528624,3/3/16,573,107,Neisseria gonorrhoeae,10/21/15,ERR1082209,ERS758721,03AZI_T_001-sc-2320964,WGS,PRJEB7904,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0528,0.5,1,1,0.03,0.015,0.004,2,2003,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463143,ERX1161800,481,Illumina HiSeq 2000,14528636,3/3/16,553,103,Neisseria gonorrhoeae,10/21/15,ERR1082210,ERS758722,03AZI_T_002-sc-2320966,WGS,PRJEB7904,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0529,0.25,1,1,0.03,0.015,0.004,4,2003,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463145,ERX1161802,481,Illumina HiSeq 2000,14528565,3/3/16,498,103,Neisseria gonorrhoeae,10/21/15,ERR1082212,ERS758724,03AZI_T_004-sc-2320970,WGS,PRJEB7904,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0530,1,4,1,0.03,0.015,0.008,1,2004,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463161,ERX1161818,481,Illumina HiSeq 2000,14528567,3/3/16,587,115,Neisseria gonorrhoeae,10/21/15,ERR1082228,ERS758740,04AZI_T_001-sc-2321003,WGS,PRJEB7904,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0531,0.5,1,1,0.03,0.015,0.004,4,2004,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463162,ERX1161819,481,Illumina HiSeq 2000,14528579,3/3/16,551,104,Neisseria gonorrhoeae,10/21/15,ERR1082229,ERS758741,04AZI_T_002-sc-2321006,WGS,PRJEB7904,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0532,0.5,2,1,0.03,0.015,0.004,4,2004,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463163,ERX1161820,481,Illumina HiSeq 2000,14528591,3/3/16,457,84,Neisseria gonorrhoeae,10/21/15,ERR1082230,ERS758742,04AZI_T_003-sc-2321008,WGS,PRJEB7904,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0533,0.5,2,1,0.03,0.015,0.004,4,2004,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463164,ERX1161821,481,Illumina HiSeq 2000,14528603,3/3/16,550,103,Neisseria gonorrhoeae,10/21/15,ERR1082231,ERS758743,04AZI_T_004-sc-2321010,WGS,PRJEB7904,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0534,0.5,2,1,0.03,0.015,0.004,4,2004,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463166,ERX1161823,481,Illumina HiSeq 2000,14528627,3/3/16,490,96,Neisseria gonorrhoeae,10/21/15,ERR1082233,ERS758745,04AZI_T_006-sc-2321014,WGS,PRJEB7904,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0535,0.25,1,1,0.03,0.008,0.004,4,2004,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463167,ERX1161824,481,Illumina HiSeq 2000,14528639,3/3/16,446,78,Neisseria gonorrhoeae,10/21/15,ERR1082234,ERS758746,04AZI_T_007-sc-2321016,WGS,PRJEB7904,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0536,4,1,1,0.03,0.015,0.008,0.25,2000,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463004,ERX1148007,493,Illumina HiSeq 2000,14522176,3/3/16,488,81,Neisseria gonorrhoeae,10/27/15,ERR1067857,ERS758583,00AZI_C_003-sc-2320800,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0537,1,4,1,0.03,0.015,0.015,0.25,2002,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463068,ERX1148035,493,Illumina HiSeq 2000,14522245,3/3/16,605,103,Neisseria gonorrhoeae,10/27/15,ERR1067885,ERS758647,02AZI_C_001-sc-2320865,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0538,0.25,0.25,1,0.03,0.008,0.004,0.5,2004,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463014,ERX1147896,489,Illumina HiSeq 2000,14522724,3/3/16,538,92,Neisseria gonorrhoeae,10/27/15,ERR1067746,ERS758593,04AZI_C_020-sc-2320810,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0539,2,2,1,0.03,0.03,0.015,1,2004,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463168,ERX1161825,481,Illumina HiSeq 2000,14528651,3/3/16,511,96,Neisseria gonorrhoeae,10/21/15,ERR1082235,ERS758747,04AZI_T_008-sc-2321019,WGS,PRJEB7904,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0540,1,2,1,0.03,0.008,0.008,0.5,2004,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463016,ERX1147897,489,Illumina HiSeq 2000,14522736,3/3/16,488,81,Neisseria gonorrhoeae,10/27/15,ERR1067747,ERS758595,04AZI_C_021-sc-2320812,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
